StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4,Q5,Q5_4_TEXT,Q7,Q6,1. TTCW Fluency1,2. TTCW Fluency2,3. TTCW Fluency3,"4. TTCW Fluency4 ",5. TTCW Fluency5,6.TTCW Flexibility1 ,7.TTCW Flexibility2 ,8.TTCW Flexibility3 ,9. TTCW Originality1,10.TTCW Originality2,11.TTCW Originality3,12.TTCW Elaboration1,13.TTCW Elaboration2,14.TTCW Elaboration3,15. TTCW Fluency1,16. TTCW Fluency2,17. TTCW Fluency3,18. TTCW Fluency4,19. TTCW Fluency5,"20TTCW Flexibility1 ",21TTCW Flexibility2 ,22TTCW Flexibility3 ,23.TTCW Originality1,24.TTCW Originality2,25.TTCW Originality3,26.TTCW Elaboration1,27.TTCW Elaboration2,28.TTCW Elaboration3,Q339,set,order,llm_model,llm_file,human_file
2026-05-30 08:54:44,2026-05-30 09:10:52,IP Address,109.137.30.162,100,968,True,2026-05-30 09:10:53,R_2GCVf6prV10TpYt,,,,,51.2198,4.4671,anonymous,EN,56,Vrouw,,WO Bachelor,psychologie,Nee,Ja,Nee,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Verhaal 2,23,human_first,gpt,gpt_story_23.txt,human_story_23.txt
2026-05-30 09:39:18,2026-05-30 09:53:52,IP Address,84.198.44.206,100,874,True,2026-05-30 09:53:53,R_2Ng0b3XQCrl6uGu,,,,,51.024,4.4834,anonymous,EN,35,Vrouw,,WO Master,Taalkunde en journalistiek,Nee,Ja,Nee,Nee,Ja,Ja,Ja,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Verhaal 1,24,llm_first,gemini,gemini_story_24.txt,human_story_24.txt
2026-05-30 11:04:15,2026-05-30 11:22:22,IP Address,77.174.23.23,100,1086,True,2026-05-30 11:22:23,R_2kiaOe91CBLqWVm,,,,,53.2286,6.5743,anonymous,EN,37,Vrouw,,"Middelbaar onderwijs (VMBO, HAVO, VWO)","Communicatie ",Ja,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Verhaal 2,11,human_first,claude,claude_story_11.txt,human_story_11.txt
2026-05-30 11:22:28,2026-05-30 11:32:48,IP Address,77.71.23.253,100,619,True,2026-05-30 11:32:49,R_2vo8zctdJQpnw41,,,,,42.9827,27.7207,anonymous,EN,76,Man,,WO Bachelor,rechten,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Ja,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Verhaal 1,17,llm_first,claude,claude_story_17.txt,human_story_17.txt
2026-05-30 14:49:52,2026-05-30 15:08:46,IP Address,204.157.94.189,100,1134,True,2026-05-30 15:08:47,R_637u0Wq1iszPRYq,,,,,12.1502,-68.2741,anonymous,EN,63,Vrouw,,HBO Master,Management,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Verhaal 2,25,human_first,claude,claude_story_25.txt,human_story_25.txt
2026-05-31 04:04:39,2026-05-31 04:23:25,IP Address,84.27.130.123,100,1125,True,2026-05-31 04:23:26,R_2OkTZQJijoRQFCS,,,,,53.2145,6.5751,anonymous,EN,66,Man,,HBO Master,Muziek,Ja,Ja,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Ja,Ja,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Verhaal 2,26,llm_first,gemini,gemini_story_26.txt,human_story_26.txt
2026-05-31 04:26:54,2026-05-31 04:31:32,IP Address,86.82.68.1,100,278,True,2026-05-31 04:31:33,R_8s1c9S9hLuQNjHR,,,,,51.5892,4.5318,anonymous,EN,7687,Man,,PhD / Doctoraat,Geneeskunde,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Verhaal 1,8,human_first,claude,claude_story_8.txt,human_story_8.txt
2026-05-31 04:05:15,2026-05-31 04:46:10,IP Address,77.175.244.22,100,2454,True,2026-05-31 04:46:10,R_8UY30pZemet1MUW,,,,,53.1646,6.3598,anonymous,EN,72,Man,,HBO Bachelor,Druktechniek,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Verhaal 1,13,llm_first,gpt,gpt_story_13.txt,human_story_13.txt
2026-05-31 05:22:19,2026-05-31 05:44:47,IP Address,85.144.159.36,100,1348,True,2026-05-31 05:44:49,R_2EscfluxKMg3S6w,,,,,52.2219,5.2869,anonymous,EN,82,Vrouw,,Anders,"Vertalen, lexicografie
",Ja,Ja,Nee,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Nee,Ja,Nee,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Nee,Ja,Nee,Ja,Nee,Nee,Ja,Ja,Verhaal 2,32,human_first,gpt,gpt_story_32.txt,human_story_32.txt
2026-05-31 09:44:29,2026-05-31 10:01:35,IP Address,85.144.91.208,100,1026,True,2026-05-31 10:01:36,R_2whImeJepfowbqV,,,,,52.0158,4.7247,anonymous,EN,26,Vrouw,,WO Master,Neerlandistiek,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Ja,Nee,Nee,Ja,Nee,Nee,Verhaal 2,16,human_first,claude,claude_story_16.txt,human_story_16.txt
2026-05-31 10:23:47,2026-05-31 10:29:39,IP Address,77.160.79.91,100,351,True,2026-05-31 10:29:39,R_2tnWpWnuU6mAGzu,,,,,52.2546,6.1647,anonymous,EN,35,Vrouw,,WO Bachelor,"Theologie ",Ja,Ja,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Verhaal 1,24,llm_first,gpt,gpt_story_24.txt,human_story_24.txt
2026-05-31 10:37:36,2026-05-31 10:45:24,IP Address,95.99.14.141,100,468,True,2026-05-31 10:45:25,R_2AZ23Xucw7HhYKh,,,,,51.8405,5.8412,anonymous,EN,44,Vrouw,,HBO Bachelor,Docent Nederlands,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Verhaal 1,35,llm_first,gpt,gpt_story_35.txt,human_story_35.txt
2026-05-31 11:26:32,2026-05-31 11:38:50,IP Address,77.175.154.210,100,738,True,2026-05-31 11:38:51,R_2VSKHEhvC9QAUUx,,,,,52.074,5.1197,anonymous,EN,47,Vrouw,,WO Master,"Geschiedenis, journalistiek",Nee,Nee,Nee,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Ja,Ja,Nee,Nee,Ja,Nee,Nee,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Verhaal 1,29,human_first,claude,claude_story_29.txt,human_story_29.txt
2026-05-31 13:55:37,2026-05-31 14:23:36,IP Address,217.103.91.113,100,1678,True,2026-05-31 14:23:36,R_8GPj453mwS0DGk9,,,,,51.9825,5.8446,anonymous,EN,61,Vrouw,,WO Master,"(Tropische)landbouw, specialisatie bodemkunde en ecologische landbouw
Landbouwjournalistiek",Ja,Nee,Nee,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Ja,Ja,Nee,Nee,Ja,Nee,Nee,Nee,Ja,Nee,Ja,Ja,Nee,Nee,Nee,Ja,Nee,Nee,,19,human_first,gemini,gemini_story_19.txt,human_story_19.txt
2026-05-31 15:50:26,2026-05-31 15:59:38,IP Address,86.86.135.233,100,552,True,2026-05-31 15:59:39,R_82Zmb8iW216DaZr,,,,,51.9082,4.5019,anonymous,EN,60,Man,,HBO Bachelor,communicatie,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Verhaal 2,33,human_first,gpt,gpt_story_33.txt,human_story_33.txt
2026-05-31 20:25:32,2026-05-31 20:40:43,IP Address,217.120.177.242,100,911,True,2026-05-31 20:40:44,R_29xK2N5cYzWgClz,,,,,53.2264,6.5828,anonymous,EN,66,Man,,HBO Bachelor,Ict,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Verhaal 2,27,llm_first,gpt,gpt_story_27.txt,human_story_27.txt
2026-05-31 20:29:27,2026-05-31 20:51:29,IP Address,143.179.106.89,100,1322,True,2026-05-31 20:51:30,R_2NeOuR9dVcbLrIY,,,,,52.6958,6.1956,anonymous,EN,72,Man,,MBO,werktuigbouw,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Verhaal 1,26,human_first,gemini,gemini_story_26.txt,human_story_26.txt
2026-05-31 22:15:08,2026-05-31 22:23:44,IP Address,77.174.183.172,100,515,True,2026-05-31 22:23:45,R_2OuXkV9GwhLppWp,,,,,52.1477,5.396,anonymous,EN,76,Man,,PhD / Doctoraat,historische letterkunde,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Verhaal 2,13,llm_first,claude,claude_story_13.txt,human_story_13.txt
2026-05-31 22:16:14,2026-05-31 22:39:09,IP Address,94.109.125.198,100,1374,True,2026-05-31 22:39:10,R_2uUq3LQvrDAigjV,,,,,50.8509,4.3447,anonymous,EN,52,Vrouw,,WO Master,Oost-Europese talen en culturen,Ja,Nee,Nee,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Nee,Nee,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Ja,Nee,Ja,Verhaal 2,21,human_first,claude,claude_story_21.txt,human_story_21.txt
2026-05-31 22:27:01,2026-05-31 22:41:05,IP Address,77.63.124.94,100,844,True,2026-05-31 22:41:06,R_2RaCP1vs276VpG0,,,,,52.3824,4.8995,anonymous,EN,75,Man,,HBO Bachelor,"Nederlandse taal en letterkunde ",Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Nee,Verhaal 2,30,human_first,gpt,gpt_story_30.txt,human_story_30.txt
2026-05-31 22:17:58,2026-05-31 23:01:31,IP Address,80.200.229.85,100,2613,True,2026-05-31 23:01:32,R_8I5mNeHLUmBVmAd,,,,,51.315,4.8545,anonymous,EN,57,Man,,WO Master,Rechten,Ja,Nee,Nee,Ja,Nee,Nee,Ja,Nee,Nee,Ja,Nee,Ja,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Ja,Nee,Ja,Ja,Nee,Nee,Nee,Nee,Ja,Verhaal 1,5,llm_first,claude,claude_story_5.txt,human_story_5.txt
2026-06-01 00:27:11,2026-06-01 00:37:03,IP Address,188.210.63.193,100,591,True,2026-06-01 00:37:03,R_8CcyedXwGQVYt1L,,,,,49.5363,8.0695,anonymous,EN,56,Vrouw,,WO Master,Vertaalwetenschap,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Nee,Nee,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Verhaal 2,36,human_first,claude,claude_story_36.txt,human_story_36.txt
2026-06-01 00:22:07,2026-06-01 00:38:23,IP Address,89.222.112.81,100,975,True,2026-06-01 00:38:23,R_81LZ46TImwAnbSJ,,,,,52.3716,4.8883,anonymous,EN,76,Man,,HBO Master,Nederlandse taal- en letterkunde,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Verhaal 1,2,llm_first,gpt,gpt_story_2.txt,human_story_2.txt
2026-06-01 00:21:06,2026-06-01 00:39:49,IP Address,84.86.207.113,100,1123,True,2026-06-01 00:39:50,R_8mISKSz85agOubl,,,,,51.816,4.664,anonymous,EN,70,Man,,HBO Master,Nederlands,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Nee,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Nee,Ja,Nee,Ja,Verhaal 2,6,human_first,gpt,gpt_story_6.txt,human_story_6.txt
2026-06-01 00:32:11,2026-06-01 00:48:11,IP Address,172.225.253.142,100,960,True,2026-06-01 00:48:12,R_2Hww7IRQ9pxnSdr,,,,,52.3716,4.8883,anonymous,EN,62,Vrouw,,WO Master,Corporate Compliance,Ja,Ja,Nee,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Ja,Nee,Nee,Ja,Nee,Ja,Ja,Nee,Nee,Nee,Verhaal 2,17,human_first,claude,claude_story_17.txt,human_story_17.txt
2026-06-01 00:42:07,2026-06-01 00:56:04,IP Address,104.28.30.79,100,836,True,2026-06-01 00:56:04,R_2pRM1qroatUQSEl,,,,,52.0758,4.2925,anonymous,EN,65,Man,,WO Master,"Nederlandse taal- en letterkunde ",Nee,Ja,Nee,Ja,Nee,Ja,Ja,Ja,Nee,Nee,Nee,Ja,Nee,Nee,Ja,Ja,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Ja,Ja,Nee,Nee,Verhaal 2,22,llm_first,gemini,gemini_story_22.txt,human_story_22.txt
2026-06-01 01:55:11,2026-06-01 02:15:57,IP Address,84.86.143.222,100,1246,True,2026-06-01 02:15:58,R_8TC38MKvfwQvqNI,,,,,52.2179,5.1446,anonymous,EN,67,Vrouw,,HBO Master,Jeugdzorg,Ja,Ja,Ja,Nee,Ja,Nee,Ja,Nee,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Nee,Ja,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Ja,Nee,Nee,Verhaal 2,14,llm_first,claude,claude_story_14.txt,human_story_14.txt
2026-06-01 02:13:51,2026-06-01 02:31:13,IP Address,94.209.115.23,100,1041,True,2026-06-01 02:31:13,R_2ilKBPnN7I2qbKd,,,,,52.2539,6.2097,anonymous,EN,56,Vrouw,,WO Master,Nederlandse taal- en letterkunde,Ja,Nee,Nee,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Verhaal 2,12,llm_first,gpt,gpt_story_12.txt,human_story_12.txt
2026-06-01 02:17:26,2026-06-01 02:38:07,IP Address,81.82.236.241,100,1241,True,2026-06-01 02:38:08,R_2k5e4S5dcsA4TiV,,,,,51.1904,4.4294,anonymous,EN,32,"Man,Non-binair",,WO Master,Woordkunst,Nee,Nee,Ja,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Ja,Ja,Nee,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Verhaal 2,4,human_first,claude,claude_story_4.txt,human_story_4.txt
2026-06-01 02:27:57,2026-06-01 03:28:06,IP Address,109.36.228.99,100,3609,True,2026-06-01 03:28:07,R_2CHmHyD8tWDCSMF,,,,,51.9235,4.4813,anonymous,EN,72,Vrouw,,HBO Master,Theaterdocent en schrijver,Ja,Ja,Nee,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Verhaal 2,31,llm_first,gpt,gpt_story_31.txt,human_story_31.txt
2026-06-01 03:18:03,2026-06-01 03:34:13,IP Address,91.179.81.114,100,970,True,2026-06-01 03:34:14,R_2ePr6wYdvOL0Mgv,,,,,51.197,3.1789,anonymous,EN,64,Vrouw,,WO Master,Taal- en Letterkunde,,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Ja,Nee,Nee,Nee,,Ja,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Verhaal 2,18,human_first,gpt,gpt_story_18.txt,human_story_18.txt
2026-05-29 07:47:54,2026-06-01 04:15:34,IP Address,81.205.187.18,100,246460,True,2026-06-01 04:15:35,R_8mmgDgHYGII1Jg8,,,,,52.2023,4.6355,anonymous,EN,33,Vrouw,,PhD / Doctoraat,Taal & Communicatie,Ja,Nee,Ja,Ja,Nee,Nee,Ja,Ja,Nee,Ja,Ja,Ja,Nee,Ja,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Verhaal 2,24,human_first,gpt,gpt_story_24.txt,human_story_24.txt
2026-06-01 05:22:30,2026-06-01 05:33:13,IP Address,84.82.26.2,100,642,True,2026-06-01 05:33:13,R_8FXxXyETVAOgEYQ,,,,,52.1624,5.3691,anonymous,EN,32,Man,,HBO Bachelor,"Marketing, communicatie en economie ",Ja,Nee,Ja,Ja,Ja,Nee,Nee,Nee,Ja,Ja,Nee,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Nee,Nee,Nee,Ja,Nee,Nee,Ja,Verhaal 2,1,human_first,gpt,gpt_story_1.txt,human_story_1.txt
2026-06-01 05:27:13,2026-06-01 05:45:42,IP Address,172.225.252.12,100,1109,True,2026-06-01 05:45:43,R_2passAeKF7AV4Wm,,,,,51.2192,4.3917,anonymous,EN,67,Man,,WO Master,"Lichamelijke opvoeding. ",Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Nee,Nee,Ja,Nee,Ja,Ja,Ja,Nee,Ja,Nee,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Verhaal 2,30,human_first,gemini,gemini_story_30.txt,human_story_30.txt
2026-06-01 05:51:59,2026-06-01 06:02:05,IP Address,81.204.223.45,100,605,True,2026-06-01 06:02:06,R_89c7B8zwACxPc1u,,,,,51.4742,5.4833,anonymous,EN,24,Man,,"Middelbaar onderwijs (VMBO, HAVO, VWO)",Nederlandse taal en cultuur,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Verhaal 1,10,llm_first,gemini,gemini_story_10.txt,human_story_10.txt
2026-06-01 05:46:47,2026-06-01 06:04:13,IP Address,85.144.89.63,100,1046,True,2026-06-01 06:04:14,R_2DWYHka77Dl123D,,,,,53.0048,6.5576,anonymous,EN,68,Man,,HBO Bachelor,Personeelswerk/arbeidsverhoudingen,Nee,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Nee,Nee,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Verhaal 2,7,human_first,gemini,gemini_story_7.txt,human_story_7.txt
2026-06-01 06:10:11,2026-06-01 06:15:25,IP Address,145.97.156.216,100,313,True,2026-06-01 06:15:25,R_8jVcrML1W3YPts6,,,,,53.2264,6.5828,anonymous,EN,28,Vrouw,,WO Master,Taalkunde,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Nee,Ja,Nee,Nee,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Ja,Nee,Ja,Verhaal 1,17,human_first,gemini,gemini_story_17.txt,human_story_17.txt
2026-06-01 05:58:33,2026-06-01 06:52:55,IP Address,86.217.213.81,100,3262,True,2026-06-01 06:52:56,R_8uui0dDwQO1QcOl,,,,,46.6424,-0.2455,anonymous,EN,83,Vrouw,,Anders,Kunst en handvaardigheid,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Verhaal 2,27,human_first,gpt,gpt_story_27.txt,human_story_27.txt
2026-06-01 07:10:21,2026-06-01 07:30:16,IP Address,217.122.167.3,100,1194,True,2026-06-01 07:30:17,R_8G3eUG44Bxlnraf,,,,,52.1712,5.0065,anonymous,EN,67,Vrouw,,WO Master,sociale wetenschappen / bedrijfskunde,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Ja,Nee,Nee,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Nee,Verhaal 2,2,llm_first,gpt,gpt_story_2.txt,human_story_2.txt
2026-06-01 07:23:31,2026-06-01 07:32:52,IP Address,77.160.99.33,100,561,True,2026-06-01 07:32:53,R_8CjhGrz1QdzolBK,,,,,52.3294,4.8739,anonymous,EN,70,Man,,WO Master,Nederlandse Taal- en Letterkunde / Pedagogische Wetenschappen,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Nee,Ja,Nee,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Ja,Nee,Nee,Nee,Ja,Nee,Verhaal 2,35,human_first,claude,claude_story_35.txt,human_story_35.txt
2026-06-01 07:35:50,2026-06-01 07:51:17,IP Address,82.73.68.88,100,927,True,2026-06-01 07:51:18,R_2GlUHvBYoePgxPI,,,,,53.2141,6.5541,anonymous,EN,69,Vrouw,,WO Master,drs.Nederlandse Taal en Letterkunde,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Ja,,Nee,Verhaal 1,15,llm_first,claude,claude_story_15.txt,human_story_15.txt
2026-05-25 09:40:52,2026-05-25 09:48:07,IP Address,172.226.96.37,76,435,False,2026-06-01 09:48:09,R_81GMRoYTibLog0r,,,,,52.3716,4.8883,anonymous,EN,50,Vrouw,,MBO,Notariaat/horeca,,,,,,,,,,,,,,,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Nee,Ja,Nee,,9,llm_first,gemini,gemini_story_9.txt,
2026-06-01 10:54:45,2026-06-01 11:01:21,IP Address,202.61.245.197,100,396,True,2026-06-01 11:01:23,R_2y9OirQGxzhEYmu,,,,,49.4527,11.0783,anonymous,EN,72,Man,,PhD / Doctoraat,"Biochemie ",Ja,Ja,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Ja,Nee,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Ja,Verhaal 1,36,human_first,gemini,gemini_story_36.txt,human_story_36.txt
2026-06-01 09:48:26,2026-06-01 17:21:07,IP Address,92.110.130.111,100,27160,True,2026-06-01 17:21:08,R_8c9xDFOwmKdn2vL,,,,,51.8421,5.8593,anonymous,EN,71,Vrouw,,WO Master,Nederlandse taal- en letterkunde (vo-docent Nederlands),Ja,Ja,Nee,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Verhaal 1,5,human_first,gpt,gpt_story_5.txt,human_story_5.txt
2026-06-02 01:25:19,2026-06-02 01:35:39,IP Address,82.174.25.118,100,619,True,2026-06-02 01:35:40,R_2Iag5RJ4L0PApGu,,,,,52.0755,4.2877,anonymous,EN,36,Vrouw,,WO Master,Rechtsgeleerdheid en Nederlandse Taal en Cultuur,Ja,Ja,Nee,Nee,Ja,Nee,Ja,Nee,Nee,Nee,Nee,Ja,Nee,Nee,Nee,Ja,Nee,Nee,Ja,Nee,Nee,Ja,Ja,Ja,Nee,Nee,Nee,Nee,Verhaal 1,16,llm_first,gemini,gemini_story_16.txt,human_story_16.txt
2026-05-26 07:05:21,2026-05-26 07:19:32,IP Address,86.80.159.234,30,850,False,2026-06-02 07:19:33,R_2exB0JMnf5frksp,,,,,53.2264,6.5828,anonymous,EN,70,Man,,PhD / Doctoraat,Taalwetenschap,Ja,Ja,Ja,Nee,Ja,Nee,Nee,Ja,Ja,Ja,Ja,Nee,Nee,Nee,,,,,,,,,,,,,,,,27,human_first,claude,claude_story_27.txt,human_story_27.txt
2026-05-26 09:47:56,2026-05-26 09:58:38,IP Address,188.90.75.245,76,641,False,2026-06-02 09:58:44,R_87I2g4lqheyxig0,,,,,53.1614,6.3751,anonymous,EN,26,Vrouw,,WO Master,"Rechten, strafrecht ",,,,,,,,,,,,,,,Ja,Ja,,,,,,,,,,,,,,9,llm_first,gemini,gemini_story_9.txt,
2026-05-26 12:44:58,2026-05-26 13:07:00,IP Address,85.147.20.158,30,1321,False,2026-06-02 13:07:03,R_2dgeMmwsGrns93p,,,,,52.1849,5.3954,anonymous,EN,61,Vrouw,,WO Master,HR/ Nederlands (Bedrijfscommunicatie),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,human_first,,,human_story_23.txt
2026-05-26 12:57:42,2026-05-26 13:07:35,IP Address,178.226.147.216,76,593,False,2026-06-02 13:07:40,R_8SwJE4Q2hrBKQZX,,,,,53.1955,6.5732,anonymous,EN,25,Vrouw,,HBO Bachelor,"Pedagogiek ",,,,,,,,,,,,,,,Ja,Ja,Ja,Ja,Ja,Nee,,Ja,Ja,Ja,Ja,Ja,Ja,,,7,llm_first,gpt,gpt_story_7.txt,
2026-06-02 13:05:30,2026-06-02 13:34:15,IP Address,82.168.78.153,100,1724,True,2026-06-02 13:34:16,R_2h87b36cxxrZ5Yd,,,,,51.388,5.7099,anonymous,EN,55,Vrouw,,MBO,bedrijfsadministratie en economie,Ja,Ja,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Nee,Ja,Ja,Ja,Ja,Ja,Nee,Ja,Ja,Nee,Ja,Nee,Ja,Nee,Nee,Verhaal 2,9,llm_first,gpt,gpt_story_9.txt,human_story_9.txt
